sex,age,avg_income,avg_spend,avg_debt,avg_debt_credit,avg_credit_rat,vehicle_own_rat
2,39,30855000,4882815,81421382,18326554,4,0.038961
1,64,32687000,4880361,71121930,19233670,4,0.028986
2,59,36528000,3580922,118150212,29771973,3,0.045977
1,39,36275000,5561006,21883691,17170356,4,0.105263
1,69,43605000,3206847,103937234,24487773,3,0.057971
2,64,29562000,2333721,193096333,17214606,3,0.04
2,69,24478000,2143695,21109626,14229412,4,0
2,34,29819000,5580636,36002156,17767168,4,0.111111
2,74,25200000,1062441,61788110,22631487,4,0
1,74,73564000,2042112,529539551,30675086,3,0
1,39,37443000,7339653,31115307,25867516,4,0.117647
2,99,22143000,83320,35246910,25454585,4,0
1,54,42506000,4565394,89103075,31164869,5,0.037037
2,79,23196000,836941,60986543,14000000,4,0
1,64,32026000,2065170,103836488,20292895,3,0.05
1,34,35992000,8644484,72004470,26284353,4,0.025641
1,44,43751000,5947413,82482180,36714317,5,0.058824
2,34,30344000,7532006,84389087,15548507,4,0.068966
2,69,25817000,1527540,43143988,20594230,4,0.038462
1,54,46995000,5924955,147481473,44787272,4,0.051282
2,24,22000000,2318045,7314818,3521364,4,0
1,39,38695000,5970715,97310964,22974765,4,0.057143
1,59,37845000,5581271,97340553,19060802,5,0.083333
2,49,38047000,4178806,173451437,18667636,4,0.058824
2,24,21500000,2411134,13575493,9541805,4,0
1,64,32385000,2384662,47889893,28966586,4,0.037037
2,54,34424000,5667895,60487780,30240824,3,0
2,59,32086000,5169590,61777274,22298322,4,0.028571
1,69,43049000,3189202,308823591,30959614,2,0.111111
2,59,29706000,2143408,68300543,7781296,3,0.083333
2,74,27588000,726062,66575903,40100000,4,0
1,99,34494000,2267264,6760000,12000000,3,0
2,39,30580000,3349113,102587104,24552337,3,0
2,29,25000000,2581653,4488062,3500000,3,0
1,29,26261000,3714191,14361947,13071454,5,0.09375
2,79,18500000,683517,101449417,14828652,3,0
2,79,20195000,214873,42698300,26547450,4,0
1,59,36586000,3886192,151877055,30754855,4,0.087719
2,39,33759000,7274552,39771190,22321886,3,0
2,54,30544000,6765791,93836294,21148879,4,0.073171
1,99,27569000,284180,16317224,17215056,4,0
2,44,38943000,6124626,159592666,23456816,3,0
1,79,25681000,1635349,41548854,25865818,3,0
2,44,33470000,5906460,58819094,13663567,4,0.020833
2,99,22000000,252788,40612427,0,4,0
1,34,33783000,4779537,24743561,14611027,4,0.058824
2,64,33003000,5539714,288415510,20982484,3,0
1,49,49493000,5328991,207492537,32415120,4,0.092593
2,29,27682000,3819468,20259261,26032348,4,0
1,34,33182000,5517982,20560243,19602904,5,0.103448
1,49,53011000,6865687,80298590,14356022,4,0
1,24,22600000,1783346,5852031,0,4,0
1,29,29035000,4588745,30384451,14148198,4,0.033333
1,69,31916000,5513836,61041951,23474691,3,0.043478
2,49,30404000,7477315,60303986,17371568,4,0
1,29,28000000,4402812,13065346,10025861,4,0
1,24,25000000,1436905,0,0,4,0
2,24,19000000,1248848,0,0,4,0
2,59,31101000,3401858,117965189,19406881,4,0.058824
1,39,37436000,6970666,63710640,33936646,4,0.136364
2,54,27633000,4500842,52994726,12179224,4,0.04878
1,59,48651000,4852589,114632616,43637650,5,0.055556
2,74,21250000,903542,0,0,3,0
1,49,40880000,6370468,151557241,26900645,5,0.044118
1,44,54140000,7565255,174898325,35316987,4,0
2,29,24800000,3614078,9819953,11045203,3,0
1,24,22000000,2013482,8657372,7524210,5,0
2,64,27342000,2334052,301669962,12137947,4,0
1,69,25917000,3491552,60591263,24886236,4,0.027778
2,49,38164000,7887559,110091936,40902061,4,0
1,79,29880000,1748658,29520287,30268058,3,0
2,64,28992000,2078859,31438587,15710267,4,0.057143
1,74,29256000,1265976,62325157,14830832,3,0
1,54,44229000,9108306,71013887,11740375,4,0.055556
2,34,34482000,4825444,68045915,38209858,3,0
1,64,34292000,2675645,56872825,10508621,3,0
2,39,31238000,4356587,76829871,16118182,4,0.064516
2,44,33933000,5825978,29610004,21381647,4,0.0625
2,69,23583000,2171106,18769886,2774046,3,0
1,74,33123000,1681122,45464019,21937352,2,0
1,44,41486000,5253307,223197849,34006436,4,0.069767
1,99,30800000,982016,12594808,5189616,3,0
2,24,20855000,2163540,2817931,2026896,4,0
2,99,24667000,219991,43867882,43867882,4,0
2,34,27402000,5148797,28898792,6130287,3,0.032258
1,79,64732000,2328602,295132231,14607178,3,0
1,54,42654000,4015809,100912331,47888462,5,0.0625
1,24,24557000,2473708,19001161,19727570,5,0
1,69,28182000,2530494,36525292,13640913,3,0.028571
2,69,25176000,3676065,138188644,27276343,3,0
1,99,28333000,1493008,142750000,43000000,4,0
2,49,33200000,6444476,91506196,22385774,4,0.06
1,39,51752000,6727284,70142125,44975574,4,0.090909
2,64,27084000,3182133,306152800,16821180,3,0.025641
1,79,31456000,1056107,70775000,31666667,3,0
2,49,32066000,7269396,65086106,22556695,4,0.053571
2,29,25908000,4737234,14235206,7354671,3,0
2,24,22875000,3221614,4362506,4362506,4,0
2,59,30057000,4425982,56477253,24594126,4,0.025641
2,34,30385000,4457970,87870336,8388841,4,0
2,69,23172000,1376630,32860661,4569723,3,0
2,74,32000000,6077968,319597207,26878241,3,0
2,74,19064000,1132887,218058745,19870728,4,0
1,24,22667000,1678739,11081086,8652502,4,0.020833
2,44,29375000,4458780,32715762,25585109,5,0.068966
1,44,37678000,5054279,118487180,34455053,4,0.078947
2,54,33936000,4640031,48216864,15809271,4,0.027778
2,59,34465000,5247336,53471727,15139020,4,0
2,44,33488000,5347371,42127719,16922360,4,0.065574
2,49,33727000,2980434,25078217,17036612,5,0.02
2,74,23181000,1862233,71932377,9852979,3,0
1,99,25998000,759548,38028457,19759733,3,0
2,39,34045000,4451798,49091603,23687652,3,0.055556
2,44,30652000,5431674,127528821,18065216,3,0.046512
1,34,34395000,4342365,221916254,18264056,4,0.0625
2,39,33444000,5379010,88817772,54496664,3,0.018182
1,44,41358000,5058861,67037767,21323373,5,0.033333
2,79,30000000,3096143,180000000,0,4,0
1,39,37453000,7728373,69827238,19962910,4,0.145455
1,34,39079000,4366562,54028141,24693818,5,0.1
2,79,25800000,1139922,103500000,0,4,0
1,64,36722000,3781147,69860108,19468286,5,0.038462
1,69,34750000,3156699,167647903,13036290,5,0
1,34,31649000,5038156,62536757,17294291,5,0.04
1,49,47353000,4675871,76040029,19416355,6,0.035714
2,79,24500000,440137,158499150,0,4,0
1,59,42574000,3602413,119562859,22897686,5,0.027778
1,74,31147000,1299055,38346581,18929933,4,0
1,64,32253000,4396951,62368665,13953354,4,0.02
1,49,47693000,4636529,82407850,32812878,4,0.042254
1,74,30467000,4593183,33064033,13757214,4,0.052632
2,34,28878000,5189819,15594792,12828886,3,0
1,59,30768000,1100801,23799380,8691155,6,0.047619
2,24,19889000,2619555,4712605,4712605,5,0
1,54,40800000,4711965,85026003,28846309,4,0.114754
1,29,27192000,3840926,25152268,25265426,5,0.026316
2,59,29705000,4432132,98857323,12319612,3,0.022222
2,29,26634000,4616779,57339854,4324588,4,0
1,54,49654000,6635917,88964531,39167562,4,0.043478
1,24,24444000,2700318,10325145,6197124,5,0
2,64,27449000,3109684,56838819,14253561,5,0
1,64,71661000,3769739,159877068,25513592,3,0.019231
1,29,27762000,3662229,12858194,10513132,5,0.147059
2,54,33262000,4846919,70023410,12771984,3,0.03125
2,54,34145000,7791381,133212132,17321187,4,0.021277
1,39,37026000,3997484,34534924,18736459,5,0.030303
2,64,33384000,2171078,272784794,35920056,3,0.029412
2,39,31106000,5603155,60087611,11902213,4,0.02381
2,99,22000000,1298885,4890000,0,3,0
1,59,40762000,3818349,88772788,11956787,4,0.055556
1,44,50014000,7053202,151712953,33729144,5,0.117647
1,29,29605000,5466152,45404775,11802306,5,0.020833
2,29,25852000,5229217,22115103,9719089,4,0.058824
1,49,51148000,7718737,139814267,38269517,4,0.185185
1,74,27995000,2386321,109575932,30336248,3,0
2,69,23109000,1769823,28180000,10618250,3,0.029412
1,69,46436000,3469380,93818966,14710865,4,0
1,64,57278000,4325938,164510045,41659960,3,0.116883
1,24,25143000,2060372,5863855,10927710,4,0.013333
2,69,45872000,1601367,53264859,20388477,4,0.045455
2,34,26364000,5730043,29998884,12683289,5,0.097561
1,39,36121000,3833500,46622825,17517149,5,0.042254
2,39,32877000,5201323,65884815,30458134,4,0.057143
1,59,65158000,3251287,179016694,33476262,4,0.032609
2,54,30042000,4310087,81233033,27461950,4,0.038961
2,44,39136000,6862741,104907983,28209918,3,0.08
2,59,37850000,4047832,126562178,14346139,4,0.086957
2,64,25396000,2569505,42235840,12749698,4,0.011111
1,99,30462000,625131,133381721,27572582,4,0
1,59,49640000,3328220,137861893,21260687,4,0.038095
2,74,27009000,1164791,36845993,11215428,4,0
2,99,23940000,775164,27924144,23224144,4,0
1,99,24229000,308435,72628515,25331895,4,0
1,49,48748000,5466992,137819074,32862079,4,0.072464
1,49,42611000,5586908,99593973,24615457,5,0.079208
2,34,28510000,4244355,96945851,12680557,4,0.028571
1,24,22326000,1839675,7056811,3087307,5,0
1,34,33948000,4894577,39090710,24683512,5,0.08
1,79,66740000,1389100,61717373,28947254,3,0
2,99,22400000,336984,27708161,1182241,4,0
1,44,42945000,8438618,100311080,43045447,4,0.192308
1,54,66998000,5188880,180192981,42179738,4,0.065217
2,24,22214000,2416525,15996000,15766830,4,0.035088
2,39,31019000,6145113,60713604,17126670,3,0.116279
2,24,22600000,2449094,5826311,4198995,4,0.018868
2,49,33134000,5012718,48247414,18067044,4,0.077778
1,74,42393000,1950149,58470025,28624462,3,0.021739
2,29,26363000,4322828,19352446,12827614,4,0.105263
2,59,30096000,4239900,75834585,24190896,4,0.015385
1,44,39423000,4841154,58516785,24150628,4,0.068493
1,74,61759000,2303083,184007156,42680023,3,0
1,34,34248000,5347231,42558920,20454646,4,0.113636
1,29,26944000,4235564,22604041,12355255,5,0.061538
2,69,25298000,1676021,16085682,12198476,4,0.029412
2,54,52123000,5347333,97076444,27350365,4,0.012821
2,29,26238000,4725769,18084687,8947856,4,0
1,69,59698000,3218181,85771094,38163785,3,0
1,54,39274000,3840975,32345698,15625396,5,0.04902
1,79,36769000,733414,160928314,57629275,4,0
2,74,25445000,1308651,135257223,9210768,4,0.029412
1,29,28016000,3656640,25978397,13988043,4,0.137255
1,69,31409000,3286001,90662687,18201220,4,0.04878
2,79,31520000,230877,108512012,23142857,4,0
1,64,38490000,2721946,131019392,15470557,4,0.031915
2,79,34654000,301794,36909880,3859161,4,0
1,39,38401000,6698033,113893306,31389618,4,0.109091
2,44,35648000,10734601,40411475,20315225,5,0.048387
2,64,48309000,3040217,89079930,24255575,4,0.034483
2,49,35305000,5142771,93412568,22156740,4,0.017857
2,74,22842000,1030086,43611777,25165653,4,0
1,24,23176000,2011020,5256448,3043060,4,0
1,49,43565000,3215047,45419443,21392690,5,0
2,29,26687000,5058628,14443091,10572038,4,0
2,44,34655000,8041905,54335757,19132264,4,0.028571
1,74,64655000,1470035,102047498,22613492,3,0.033333
2,24,22030000,3508473,16008991,13068802,5,0.011494
1,34,68027000,7072877,110294121,15364795,5,0.027027
2,79,21333000,266248,24296792,0,4,0
2,99,29000000,1245309,0,0,4,0
2,69,26067000,2110783,78718965,11857088,4,0
2,64,28494000,3317200,83328540,14708211,3,0.008772
1,39,36528000,5402729,112593929,17316787,4,0
1,54,49065000,4938269,83200329,38343509,4,0.017857
1,79,26600000,402915,132530000,22000000,4,0
2,99,25625000,207884,397295602,20000000,4,0
1,34,36868000,6663291,96579111,17363542,4,0.084746
2,54,33902000,6231934,98119568,24288213,3,0.061947
1,49,39936000,5092433,45947673,22053156,5,0.115385
1,44,43885000,5790203,77845675,26391510,4,0.07767
2,59,28439000,3948892,37113939,14574623,4,0
2,39,32527000,5226849,26531841,14870563,4,0
1,54,41946000,3877710,38129265,24153152,4,0.046875
2,54,30916000,7642052,76380340,18667687,4,0.023256
1,34,36026000,4534270,37497598,26807434,4,0.029412
2,24,22414000,2576625,132956250,19593750,4,0
1,49,48641000,7668244,79548465,29798240,4,0.041667
1,54,65448000,6969900,104510780,52289932,5,0.054054
1,29,30611000,4733368,25250451,14242068,4,0.046512
2,59,35332000,4015489,132202526,19887642,4,0.085106
2,49,36232000,7884908,78607896,12629407,3,0.029703
2,24,22500000,2859409,14644000,8924741,5,0
1,59,46159000,6139354,77843392,22277379,4,0.050847
2,54,37770000,5457762,88583800,22176923,4,0.053571
1,74,29520000,1613296,105712407,43250000,3,0
2,39,35173000,6319693,81339674,32734481,4,0.151515
2,59,32257000,3938476,169853367,13351763,3,0.018349
2,29,24737000,6090320,7982126,6343114,4,0.032258
2,39,33305000,5000482,38893972,14912098,3,0
2,69,32049000,3243427,511240274,12900098,4,0
1,69,38167000,5546405,473643061,15879192,4,0.25
2,64,28942000,3418377,53224933,24739641,3,0.022222
1,69,33491000,2694308,144202596,14071201,3,0.032787
1,39,38622000,5248699,96706860,31222197,5,0.076923
2,64,25047000,3124598,39465327,8554030,4,0
1,29,28699000,5283847,17606337,15141964,5,0.092105
1,64,31007000,2773564,64501314,19479488,4,0.017857
2,34,31105000,6627412,87404342,19453524,4,0.044444
2,69,26537000,3114473,23741014,20842568,3,0.014925
2,99,24748000,301679,446000000,0,3,0
2,29,25596000,4925981,13769618,9704655,4,0
2,44,32167000,7576951,51555280,21130927,4,0.022727
1,59,45034000,4716125,34703198,14957688,4,0.034483
1,39,39343000,6387694,55681692,28362567,4,0.078947
1,64,38472000,3481732,178114216,14147984,4,0.023256
1,24,23000000,2194146,19626024,10875209,5,0.018868
2,49,29141000,5109204,57557876,14744601,5,0.054545
2,44,32307000,7507020,29903550,23374527,4,0
2,74,24561000,1159537,29659173,16584658,3,0
2,49,44585000,5626042,115219901,26750322,4,0.046512
1,64,40705000,5443328,109766295,23796409,4,0.054945
1,79,29973000,2557901,97526861,14362971,3,0
1,99,25667000,228722,4330302,4330302,3,0
1,69,29084000,1493960,52406890,23319540,5,0.107143
2,34,29808000,4101449,31474710,14710398,3,0
2,79,26368000,1415212,56690133,28316066,3,0
1,44,42023000,4669288,182975971,22665987,4,0.128205
1,99,54714000,1095267,52466460,4341384,3,0
1,29,27382000,2975264,41597198,17640961,4,0.064516
2,34,28829000,5808714,17278778,15525445,4,0
1,59,39028000,3069684,59323996,17404201,4,0.033333
1,74,26150000,1903608,36115925,6394907,3,0
1,44,45757000,7042176,161318083,27248128,5,0.04878
1,24,24077000,2273122,17258975,18946746,4,0.018182
2,79,27000000,953789,413174030,3174030,4,0
2,34,30364000,5050976,7207008,7207008,4,0
2,29,25365000,5073460,21163133,10490664,4,0.041667
1,24,22167000,2588932,29475440,26725482,5,0.038462
2,74,22893000,1444636,25928104,7463506,4,0
1,59,48415000,6570354,121118471,32223542,4,0.042857
2,74,24250000,1926197,78169874,12528113,3,0
1,49,47664000,8051823,89280622,28746366,4,0.094595
1,59,53373000,5282234,134076959,53395060,4,0.068182
1,29,29285000,4162336,43284269,11711426,4,0.044643
1,44,42932000,7959695,128440584,23636817,4,0.081481
2,79,21000000,763159,6378819,0,4,0
2,39,34298000,6013479,123926677,15918525,4,0.029703
1,39,40005000,4063728,14039744,13786078,4,0.107143
2,54,27395000,5810838,36326080,21081956,4,0
2,64,25007000,2945203,57058105,14261912,3,0.025974
2,49,31620000,5475217,57126605,19723892,4,0.035088
2,54,31939000,5390675,127596676,18727527,4,0.069307
2,64,28078000,3178861,124013214,13111563,3,0.032258
1,79,35644000,1184587,46500000,21000000,3,0
1,69,126985000,3324853,136241115,29689807,3,0.021277
1,34,35648000,5070477,43525746,24317481,3,0.031496
1,24,23858000,1753339,10227275,8406789,4,0
1,59,48970000,4542612,179888618,40029507,4,0.012821
2,39,30769000,3617304,7760328,7760328,3,0.058824
1,39,36173000,9844350,63846270,22601355,4,0.119266
2,24,22098000,2337093,21087575,17418474,5,0
2,79,22167000,190615,17100572,25500000,3,0
2,74,28907000,3077367,212287994,13462402,3,0
1,54,49414000,7212183,112705920,46580208,4,0.031579
1,24,23595000,2385973,11904791,6668870,4,0.013514
2,39,30595000,5619232,33689524,15520748,3,0
2,59,31881000,5087064,103621165,23233112,4,0.054545
1,69,37408000,6521819,112143109,25308438,3,0.037037
2,29,25831000,4351174,20947739,13705472,4,0.034483
2,44,32813000,5913654,58831331,25784209,4,0.029851
1,74,29000000,3501511,11476190,11214285,3,0
1,64,49598000,13485290,239099360,25908964,3,0.019231
2,59,33236000,3937102,108733379,16192896,3,0
1,74,25462000,995002,42040909,13179317,4,0
1,99,30350000,733535,69138317,31158302,3,0
2,29,23333000,3436848,8544898,4378231,4,0
2,69,22257000,2064427,35697342,18615329,3,0.017857
1,74,35865000,3581153,145732508,14445920,3,0.027778
2,44,31181000,6135562,62734860,27290629,4,0.05618
2,24,22593000,2822241,16327076,8330546,4,0
2,74,22571000,894677,3136474,0,3,0
2,34,30974000,6090388,80561318,50434214,3,0.054348
2,24,21375000,1765293,0,0,4,0
1,44,49733000,6882034,143560176,26324224,3,0.08
1,69,36897000,4794456,94360034,26656482,3,0.1
2,49,35380000,7716138,68876555,20893171,3,0.059701
1,39,45153000,7460281,110530784,35068489,4,0.067568
2,24,21250000,3413940,4844771,4652148,4,0
2,49,35961000,6046372,54382677,27489451,3,0.090909
2,24,20917000,2046764,4344213,4344213,4,0
1,49,46417000,5533622,140635414,21262007,4,0.048077
1,79,27167000,698124,14154260,12303181,3,0.052632
2,39,35637000,6330322,87855106,25513042,3,0.08642
1,64,30459000,2887822,10540748,29992248,3,0
2,49,33300000,6627522,44440677,19487377,4,0.015625
2,34,29147000,6360520,39215230,15013384,4,0.095238
2,99,20000000,9313,22576246,1436653,4,0
1,49,51409000,8051509,203013135,34923370,4,0.065693
1,29,27478000,3906211,36442692,13856823,5,0.107692
2,24,22641000,2102744,11587727,8130641,4,0
1,99,26857000,150119,18893333,32000000,3,0
1,29,31596000,3517868,44891513,19693276,4,0.030303
2,64,27661000,2621385,98971909,19535948,3,0.015267
1,39,42009000,6495372,61714095,28000001,4,0.066667
2,29,25681000,3814704,14809833,18835568,4,0
2,29,26400000,4521021,57002164,16613756,4,0.028571
1,49,45677000,7412267,78548870,30425639,4,0.056604
2,59,32404000,3658291,56358591,17479878,3,0.028902
1,29,29953000,5298446,50781132,14375805,5,0.066667
1,44,52649000,8640555,50960072,27988723,3,0.086957
2,79,25000000,804628,14549400,4522346,3,0
2,24,22742000,3070217,14148692,9237206,4,0
1,64,38330000,5955770,43733478,19831873,3,0.016129
2,69,27200000,3919394,134504172,12788860,3,0
2,79,21000000,697967,15539722,0,4,0.045455
2,69,33023000,5316394,101726955,11551224,3,0.034483
1,69,29682000,2402618,240514991,25745390,3,0.090909
2,59,31792000,3674916,137560454,36085735,4,0.020833
2,69,26489000,2796836,131691304,19529336,3,0
1,99,43800000,1655426,180000000,0,2,0
2,39,29608000,3790782,52593056,12756864,3,0
1,29,27679000,4921459,43877923,31671321,4,0.068182
2,54,34956000,5650034,115741798,17903435,4,0.113208
2,74,19000000,751708,19259026,7281996,3,0
1,79,37244000,134600302,85301236,42046667,3,0
1,49,39351000,3059310,58071696,31449324,4,0
1,74,29835000,1887471,79997033,31453053,4,0
1,69,35264000,3524859,60947030,25176572,3,0
2,99,23500000,244468,0,0,4,0
1,54,50646000,10164914,168147014,42289436,4,0.125
1,69,29683000,3839656,8106355,11409532,4,0
1,79,30761000,2007221,148494729,16310353,3,0
1,44,40093000,5747577,65183751,17018107,4,0.066667
1,59,46552000,5288584,127075358,41711892,3,0.065868
2,79,28678000,115791,32666667,34000000,4,0
1,29,24833000,2471144,6808287,6298309,5,0
1,64,32978000,4103482,83783849,15205093,4,0.090909
2,54,30653000,6139121,73277100,20806824,4,0.032609
1,64,47159000,4308331,98929454,38854917,4,0.058824
2,74,28023000,813457,93536000,10000000,3,0
1,54,37831000,1539041,13384313,18518626,5,0
1,29,29158000,3682405,26397245,22662591,4,0.051471
2,49,35278000,6355281,86870644,17346316,4,0.034188
1,39,45856000,7077849,84125690,33803173,4,0.064103
2,54,31667000,5877408,50762030,14094268,3,0.018072
1,44,44071000,7198148,64198095,28721178,4,0.083333
1,54,52467000,7844921,86817011,28700105,3,0.041096
1,34,32788000,4875673,36334367,14116871,4,0.083333
1,39,38049000,6663378,79272919,31539352,4,0.142857
2,44,33991000,7118649,37046639,14073308,3,0.04
2,99,16635000,11482,60857291,2594582,5,0
1,64,42568000,3657400,81429200,25282775,3,0.030769
2,44,30980000,10955161,54074804,17628938,3,0.047619
2,34,30640000,5473634,48295646,11479548,4,0.05814
1,34,32911000,4446100,51363286,21334674,4,0.021277
2,69,24064000,2329122,91225412,24932212,3,0
2,59,48844000,6176238,161254289,20516367,3,0
2,79,29000000,742071,5221332,121000,4,0
1,99,26000000,814088,9958496,9958496,4,0
2,69,23944000,1296704,30657247,5556651,4,0
1,44,40487000,5573514,88514510,32717461,5,0.12
1,24,23750000,1553054,4852919,4852919,4,0
2,49,40138000,6283163,168587672,18195073,3,0.018692
2,34,31478000,6251881,27056974,16477795,3,0.067961
1,24,23714000,1709168,5958336,1958336,4,0
1,49,43121000,9433442,77608137,24720195,4,0.126126
2,44,33422000,10322448,75130694,24930105,5,0.125
2,99,22458000,269332,24240794,14722381,4,0
2,64,33036000,1979446,34150574,12980688,3,0
1,59,42651000,4621762,110687605,36183662,4,0.083333
2,79,21500000,350300,93888263,0,4,0
1,59,42109000,5152684,78999659,25059975,4,0.07619
1,54,46972000,5541373,114997450,46714936,4,0.129032
1,24,22742000,1940727,2599976,3083300,4,0
1,24,22900000,1949540,15008809,15813370,4,0.025
2,99,20500000,394954,4960640,2239043,4,0
2,34,30633000,5413253,36114336,13649715,3,0.027027
1,54,56238000,5707902,230666314,25585835,4,0.164179
2,64,27300000,4475405,54589383,35955677,4,0.035714
2,54,34190000,5778717,70873962,13659103,3,0.044776
2,29,25980000,4363890,17860729,12132163,4,0.035971
1,64,37872000,2991825,47876274,13867363,3,0.0625
1,79,31000000,2587876,215278472,43000000,3,0
2,39,33125000,8525870,45351119,16677809,3,0.041237
1,74,34607000,2903172,77806501,25956285,3,0
1,74,36445000,1416703,82990732,12909513,3,0
2,59,28469000,3831615,73218964,13404298,4,0.034188
2,54,33523000,5404604,101278265,26231333,3,0.083333
2,39,33560000,6216545,31483961,18334804,3,0.048387
2,49,35575000,10268313,71518703,29508455,3,0
2,34,31236000,7278683,47457302,14625875,3,0
1,34,30955000,6658058,23743062,19920642,4,0
1,59,47276000,4552545,258683681,22760457,4,0.125
1,79,30000000,1698159,22000000,14000000,2,0
1,49,49983000,8114353,142328079,50700474,3,0.1
1,69,32652000,3047015,57736596,23653782,3,0.017857
1,79,30187000,2851649,56166667,19500000,3,0
1,34,33974000,5946576,50502394,21111102,4,0.101124
2,64,26112000,3232379,64851395,10447954,3,0
2,69,25001000,1786219,67166992,18268954,4,0
1,44,41893000,5796442,95782809,20755243,4,0.086957
2,29,25400000,3783240,32190571,7965046,4,0.027397
2,44,36817000,8083190,163885183,25258873,3,0.032258
1,74,42964000,2985439,37441091,24818370,3,0
2,64,33600000,2886036,47485010,21825299,3,0.014706
1,34,36124000,6164216,34182419,24808727,4,0.075
1,39,41483000,6832872,55662091,24855538,4,0.092784
1,34,36244000,5374675,87818021,22880760,4,0.085714
1,54,41731000,6477129,63514947,26401841,4,0.067308
2,59,32981000,3936288,122743444,25299720,3,0.057143
2,44,34276000,5638228,79043916,20047646,4,0.037037
2,34,36943000,4635594,88119606,35125977,3,0.061224
1,39,33341000,4636185,43189565,17403789,5,0.057143
2,39,31436000,6469814,17280808,7285408,4,0
2,64,35272000,1549294,437924360,18453566,3,0
1,99,29111000,498555,42907991,9574658,4,0
1,74,29667000,2705411,136069659,1776487,2,0
1,74,33750000,2312691,39671615,6507422,2,0
2,64,29701000,3962384,41963782,15416530,3,0
1,54,65156000,8472896,130402042,48723263,3,0.041176
1,49,64195000,8149035,136899513,35913076,3,0.054264
1,79,21525000,2253556,45396098,24371393,2,0
2,59,36523000,4177665,207580409,19097339,3,0.026667
1,44,35489000,6302671,48753439,19606398,5,0.1
2,49,29301000,6299413,181574355,27479767,4,0.105263
2,29,27488000,4685918,35348183,29151151,3,0
2,69,24786000,3287990,59156713,15564524,3,0.041667
1,54,39512000,6976612,114468879,20973415,4,0.057692
1,34,33864000,6891389,59897390,21864898,4,0.230769
1,59,46549000,3666474,320100786,28338051,4,0.055556
2,34,26853000,4172907,15982643,14284245,4,0
2,69,22833000,1887510,26483154,17813516,3,0.105263
2,99,20333000,115752,3000000,0,4,0
2,24,21857000,2885304,8120115,12940230,4,0.035714
1,34,33273000,6591353,93130384,18584008,5,0.055556
1,24,24067000,1602277,8762730,7172400,4,0.017857
2,39,32000000,6356945,95652320,31040418,3,0.090909
2,49,35110000,5391925,44126203,17618486,3,0.041667
1,74,30167000,1247767,45443201,18038067,4,0
1,34,44599000,6685847,106130706,50647931,2,0.15625
1,54,38258000,3666109,183432415,30216378,5,0.071429
2,69,27875000,2335109,144599455,31303700,3,0
2,64,35471000,3545439,61586234,24207400,2,0
2,64,22675000,3035276,25887668,10516502,4,0.0625
2,99,0,40309,6540000,0,4,0
2,44,32838000,3763270,31588302,18989510,4,0.043478
2,29,27831000,3872975,8939087,11112791,4,0.047619
1,29,26313000,3106308,14273762,13985385,4,0.034483
2,54,31521000,11203490,107256818,71837043,4,0
1,44,39214000,5398002,105666688,18110949,5,0.107143
2,79,26000000,700624,221093122,9431900,4,0
1,24,23125000,2457436,7788974,4150829,4,0
1,99,35417000,1150691,42971717,40470201,3,0
1,39,40417000,5390663,202784800,19538636,5,0.125
1,39,49372000,8341894,147003108,47959564,3,0.0625
1,44,70820000,9798842,190904755,62578435,2,0.061644
1,69,25283000,1823761,17784311,13990959,4,0
2,74,18000000,816634,19197678,8395355,4,0
1,64,32276000,3337178,127784438,13453382,4,0
2,39,40651000,6964392,94498734,26016461,2,0.025862
2,24,21222000,2512532,5830530,5588864,4,0
2,59,27972000,5539414,57287992,15902610,4,0.030303
2,44,30598000,5215748,56793434,12707982,2,0.083333
2,49,43068000,7504999,127327064,24903270,2,0.021352
2,79,25250000,791327,0,0,4,0
2,39,32564000,5416902,75780974,17352876,4,0
1,74,27120000,1664283,31133238,16771316,5,0.1
1,39,36185000,4307174,52324551,32655624,5,0.073171
2,54,42548000,6043436,129666920,28826579,2,0.047619
2,34,29136000,7473278,65857165,20915547,5,0.2
2,74,22208000,639429,86100000,14000000,5,0
1,24,22000000,2171247,4224460,4224460,4,0
2,99,23000000,18667,153914561,8914561,5,0
2,34,29873000,5958320,22613676,12507037,4,0
1,59,59170000,8554850,121598553,44282657,2,0
1,69,35998000,3058769,227560616,29406789,2,0
1,49,40745000,5053845,83749778,16766044,5,0.059701
2,29,21128000,3481187,10264170,11446623,4,0
1,44,39379000,7063745,68204095,22999548,5,0.05
1,69,30702000,6281448,18937617,3909978,3,0
2,29,24750000,4842886,18518053,18365172,5,0.111111
1,59,38267000,3202616,76305606,13904826,4,0
2,49,32167000,3809675,37508830,14198249,4,0.025641
2,24,21314000,1865477,4334085,6491560,4,0
1,64,29101000,2588422,56101165,15172760,4,0.038462
2,59,31363000,3363136,134282734,20968104,3,0.0625
2,79,26000000,753259,81773223,11173446,3,0
1,79,27111000,885167,15000000,15000000,3,0
1,24,23500000,1677457,6203776,6555664,4,0
1,54,39071000,3910580,19457512,18665728,5,0.047619
1,59,38333000,4584054,96135263,13074857,4,0.083333
2,54,29604000,4712047,20698010,14691731,4,0.052632
1,69,30340000,4532553,287275772,39320292,4,0
1,79,30333000,959985,49809071,17247701,3,0
1,34,33747000,3183100,48617093,6547355,5,0.083333
1,99,49500000,1463908,0,0,2,0
2,44,39416000,7980254,100452725,29970691,3,0.023041
